headline,sentiment
"GST meeting: GoM to decide tax on online gaming, horse racing and casinos",Neutral
Global wheat prices hit record high after India puts ban on export,Negative
"Sri Lanka has run out of petrol, working on easing gas, medicine shortages: PM Wickremesinghe",Positive
LIC to list on bourses on Tuesday; market mood to hurt listing gains?,Negative
"Adani-Holcim agreement: Adani Group to merge Ambuja, ACC Cements post deal?",Positive
"Ambuja, ACC Cements sale: Adani group nears $10bn deal for Holcim India business",Neutral
"Maruti Suzuki to invest Rs 11,000 cr in first phase of its new manufacturing facility in Sonipat",Neutral
Indian crypto exchanges delist Terra (LUNA) after 100% crash in Token; Bitcoin below $30K,Negative
"India bans wheat exports with immediate effect, here's why",Neutral
Google's flagship event: Here's what to expect,Positive
LIC IPO got tremendous response from all categories; shares to be allocated to bidders on May 12: DIPAM Secretary,Positive
ET Money Show: How to safeguard yourself from 7 cybercrimes that can hurt badly,Negative
Axis Mutual Fund under SEBI lens over suspected violations of trading norms,Negative
Why did Delhivery slash its IPO size? MD Sandeep Barasia answers,Negative
"Axis Mutual Fund managers Viresh Joshi, Deepak Agarwal sent on leave on allegations of front running",Negative
"Home loan EMIs set to rise, Axis Bank's Rajiv Anand gives rate hike timeline",Neutral
US Fed hikes rates by 50 bps: Key highlights of FOMC meet outcome,Neutral
"Watch: RBI guv says Indian economy facing global headwinds, emergency MPC announces Repo Rate hike by 40 bps",Negative
LIC IPO: Anchor book opens today; Rs 5630 cr book likely to be oversubscribed,Neutral
Power crisis worsens across India amid extreme heatwave: Key reasons explained,Negative
"Adani Group seen as frontrunner for buying out Holcim stake in ACC and Ambuja Cements, say sources",Neutral
Swaminathan Aiyar shares his views on rising inflation and 'reduce VAT on fuel' debate,Positive
"Tata group to merge Air Asia with Air India, seeks Competition Commission of India's approval",Positive
"Cabinet approves increase in P&K fertilizer subsidy for kharif season FY23, sources say",Positive
"LIC IPO set to open May 04, price band likely at Rs 902-949/share",Neutral
"COVID India updates: 2,527 new cases, 33 deaths reported in last 24 hrs",Neutral
IEC2022: Which song reminds Vedanta's Anil Agarwal the India of his dream,Positive
"India reports 90% jump in daily COVID cases; Haryana, UP make wearing of mask mandatory",Positive
Not seeing rise in hospitalisations despite spike in COVID cases: Fortis Hospital's Dr Mrinal Sircar,Neutral
"Ambuja and ACC Cements up for sale? JSW, Adani group show interest as Holcim may exit India",Positive
"Expect power demand to go beyond 2GW this summer, will meet the expectations: Minister RK Singh",Negative
India's exports in March up 20% to USD 42 billion; reaches USD 420 billion in FY22,Positive
"Retail inflation rises to 6.95 pc in March, highest in 17 months; food inflation at 7.68 pc",Neutral
PM Modi to hold virtual interaction with US President Joe Biden today ahead of 2+2 talks,Neutral
"'We have been increasing deposit rates, will continue to do so': SBI MD Ashwini Tewari on RBI policy",Neutral
TRAI likely to submit recommendations on 5G auctions to DoT,Neutral
"Sri Lanka crisis: President Rajapaksa appoints 4 new ministers, anti-govt protests continue",Negative
Fuel price hike: FM Nirmala Sitharaman chairs meeting to review rising oil and crude prices,Negative
"Trouble for Zomato, Swiggy; CCI orders probe over alleged unfair business practices",Negative
"Why HDFC and HDFC Bank merger happened, Deepak Parekh explains",Neutral
Gross GST collection touches all-time high of Rs 1.42 lakh crore in March,Negative
Government to borrow Rs 8.45 lakh crore in first half of 2022-23,Neutral
Income Tax saving investments: Last minute tips to save tax on March 31,Positive
Can Russia's claims of de-escalation of military operations be trusted?,Positive
"Russia's military to cut back operations near Kyiv, Chernigov",Negative
OLA e-scooter fire sparks safety debate: Are imported batteries compromising on quality?,Positive
Instagram Reels: 15-second video making feature launched in India after TikTok ban,Negative
India vs South Africa: 'Men in Blue' begin World Cup campaign against battered Proteas,Neutral
Cricket World Cup 2019: England to face South Africa in opening match,Neutral
Nawazuddin Siddiqui opens up on how tough it was to play 'Thackeray',Positive
"Hardik Pandya, KL Rahul's suspensions lifted by BCCI with immediate effect",Neutral
Karan Johar finally speaks up on Pandya-Rahul sexist comments row,Neutral
India captain Virat Kohli wins all three top ICC awards,Positive
"'Roma,' 'The Favourite' lead Oscars nominations with 10 each",Neutral
"India vs Australia: Virat Kohli, MS Dhoni power India to series-levelling win",Positive
"Hardik Pandya, KL Rahul suspended pending inquiry over sexist remarks in chat show",Negative
Sydney Test: India eyes maiden series win against Australia,Positive
"IPL Auction 2019: Uncapped Chakravarthy, Unadkat fetch big money",Neutral
Jose Mourinho sacked by Manchester United after worst start in 28 years,Negative
Madhavan leaves money matters to wife,Neutral
Watch: 'Rajini-starrer Kaala won't be screened in Karnataka',Neutral
"Saudi Arabia uplifts 35-yr cinema ban, 'Black Panther' first movie to be released",Negative
Watch: Music maestro AR Rahman's untold story,Neutral
Star India bags IPL media rights for next 5 years,Neutral
Ultimate luxury cruise: Regent Seven Seas Voyager,Neutral
'Baahubali 2' collections cross Rs 200 crore mark in just two days,Neutral
StartUp Central: The tech behind 'Baahubali 2',Neutral
Equal share of whole pie right: Vivian Richards on ICC's financial model,Positive
BBlunt: The business of beauty,Positive
The HRX brand story: Hritik Roshan talks about startup,Neutral
"Oscars 2017: Mahershala Ali wins best supporting actor, 'OJ: Made in America' best documentary feature",Positive
Noted artistes refuse to join Trump ceremony,Neutral
"'Dangal' collects Rs 350 cr, surpasses expectations",Neutral
Priyanka is golden girl at Golden Globes Awards 2017!,Positive
Deepika goes canary yellow at Golden Globes Awards 2017,Positive
Meryl Streep criticises Donald Trump in her acceptance speech,Positive
Scarlett Johansson tops Forbes list of highest grossing actors in 2016,Positive
Pop superstar George Michael dies at age 53,Neutral
UK percussion group ‘Stomp’ in Mumbai,Neutral
Salt spa: Breathe easy with salt therapy,Positive
Trump deserves a chance: Jeffrey Archer,Positive
Ileana D'Cruz on entrepreneurship and investment,Neutral
Katrina Kaif talks to the big bull Rakesh Jhunjhunwala,Neutral
Make your Diwali shinier with these services,Neutral
Gift hamper options for Diwali treats!,Positive
Customised Diwali gifts: Unique gift options this season,Positive
Rakhi Sawant says Baba Ramdev is hot and sexy,Positive
Bollywood: Sunny Leone unplugged!,Positive
Sunny Leone wanted to play it safe in ‘Jism2’,Positive
Emraan Hashmi faces difficulty during kissing scenes!,Positive
"Emraan Hashmi on hits, flops & kisses!",Positive
Big B agrees to do ‘Pink’ in just 5 minutes,Positive
"Freaky Ali, Baar Baar Dekho and Sully to light up box office",Negative
Watch: India's most lavish presidential suites,Neutral
Discovering the world of luxury watches at Baselworld 2016,Neutral
Hrithik Roshan all set to unveil new luxury brand 'Adamantino',Neutral
Rajinikanth's 'Kabali' hits silver screen,Neutral
Kabali: Thalaivar fever grips the nation,Neutral
Rajinikanth's 'Kabali' to hit nearly 5000 screens worldwide,Neutral
Sultan rules at the Box office!,Neutral
Freshdesk gives free 'Kabali' tickets to employees,Positive
Irrfan Khan sparks controversy by questioning Ramzan sacrifice,Negative
'Udta Punjab' receives positive response,Positive
'Lot of opportunities for startups in Bollywood',Positive
Weekend mantra: Where to go this weekend?,Neutral
From game to movie: The journey of 'Angry Birds',Negative
Ki and Ka: The commercial venture,Neutral
"Watch: Sneak
peek into Sachin biopic",Neutral
"Start-up talks with Sunny Leone
on investment",Positive
"Super
Women, Super Lives: Gauri Khan",Positive
Kapil Dev's 3 important innovations in cricket,Positive
Top travel destinations for long Holi weekend,Positive
"Being free the most amazing
feeling, says Sanjay Dutt",Positive
Weekend mantra: Rann of Kutch Festival,Positive
'To Kill a Mockingbird' author Harper Lee dies,Negative
58th Annual Grammy Awards: Winners,Positive
John Abraham unplugged: Maintain financial discipline,Neutral
V-Day discount rain: E-tailers all out to woo shoppers,Positive
Watch: Shah Rukh Khan on investing in startups,Neutral
Top Oscar nominations for 2016,Positive
Wazir has a very good script: Farhan Akhtar,Positive
Big B to replace Aamir for 'Incredible India' campaign,Neutral
Rocking hot spots to ring in the New Year,Neutral
Priyanka launches anaemia awareness campaign,Neutral
SRK may be brand ambassador for Rel Jio,Neutral
Blockbuster weekend: Dilwale vs Bajirao Mastani,Positive
"Bekal: Land of forts, beach and backwaters",Neutral
"I am a business person first, says Sunny Leone",Positive
Shah Rukh Khan talks about money management,Neutral
Weekend getaway to 'majestic' Coorg,Neutral
"Tamasha: Ranbir Kapoor, Deepika Padukone are back",Neutral
Festive cheer to aid retail industries?,Positive
Weekend Mantra: Where to go this weekend?,Neutral
Weekend Mantra: Food for the soul,Neutral
India has great potential in Football: Pele,Positive
Festival cheer: E-tailers ready for big bang sales,Positive
Weekend mantra: Where to do after hectic week,Neutral
Aarushi Talwar's story on silver screen,Neutral
Weekend mantra: Where to windup after hectic week,Neutral
Weekend Mantra: Enjoy finest bakeries,Positive
E-commerce is addictive: Deepika Padukone,Neutral
Weekend Mantra: What's new in town?,Neutral
Weekend mantra: Unravel the underwater world,Neutral
Nawazuddin Siddiqui on 'Manjhi - The Mountain Man',Neutral
Akshay Kumar's 'Brothers' hits the screen,Neutral
Rahman enters e-commerce space with Qyuki,Neutral
Tom Cruise back with ‘Mission: Impossible 5’,Neutral
Jacqueline Fernandez talks about her film portfolio,Neutral
"Big B, Salman, Akshay among top ten highest paid actors",Positive
MI-5 world premiere: Tom Cruise takes over Vienna,Neutral
"Salman, Deepika top the Times Celebex list",Positive
Bhaijan vs Baahubali: Box office report,Neutral
Weekend mantra: Celebrating Eid-ul-Fitr,Positive
Bajrangi Bhaijaan: Will Salman’s magic work?,Neutral
‘Bahubali’ crosses Rs 250 crore mark at box office,Neutral
Salman Khan supports striking FTII students,Positive
Weekend mantra: Flavours of India,Neutral
Most popular holiday destinations for Indians,Positive
Four Indians in Forbes' list of super rich celebrities,Positive
Weekend mantra: Enjoy rains over a hot cuppa,Positive
Watch: Amitabh Bachchan’s investment mantra,Neutral
Jurassic World gets a dinosaurus opening!,Neutral
Watch: Anil Kapoor’s investment mantra,Neutral
'Kaaka Muttai' and 'Dil Dhadakne Do': 2 Indias @ box-office,Neutral
Weekend mantra: Music on your menu,Neutral
Big B clarifies that he had stopped endorsing Maggi 2 years ago,Neutral
Weekend mantra: Hang in the air,Neutral
‘Tanu Weds Manu’ sizzle in the box office,Neutral
Talking finance with Bollywood actress Nargis Fakhri,Neutral
Box office round up: Piku all set to break records,Neutral
"Kangana, Madhavan talk about Tanu weds Manu Returns",Neutral
Weekend mantra: 'Social' in Mumbai,Neutral
Exclusive: In talks with Jacques Kallis,Positive
Kieron Pollard: Playing cricket the cool way,Positive
Money talk with B-town couple: Soha and Kunal,Neutral
Weekend mantra: Kanha Tiger Reserve,Neutral
Talking business with actor Akshay Kumar,Neutral
Watch: Times Celebex Feb’15 rankings,Neutral
Weekend recipe for fun: Bombay Canteen,Positive
Lisa Haydon: Talking about health and wealth,Positive
Kajol – From DDLJ to economy!,Neutral
Box office grossers: Anushka’s ‘NH10’ tops the list,Positive
Watch: Winners of Times Celebex Awards 2014,Positive
Men in Blue shows solidarity for women,Positive
Kamal Haasan’s take on wealth creation,Positive
Movie ‘Haider’ bags three National Awards,Positive
Shashi Kapoor to get Dadasaheb Phalke Award for 2014,Positive
Weekend mantra: Casa Paradox,Negative
‘Dum Laga ke Haisha’ rules box office in its 2nd week,Neutral
Weekend Mantra: Redefining luxury at home,Neutral
Talking finance with Genelia D'Souza,Neutral
‘Birdman’ wins big at the Oscars 2015,Positive
Weekend mantra: Chinese new year celebrations,Neutral
Valentine's Day special: How to woo your woman?,Positive
Weekend mantra: Taj Falaknuma Palace,Neutral
Weekend Mantra: Silver Beach Cafe’s new outpost,Neutral
Shamitabh: A tribute to the voice,Neutral
Weekend Mantra: Where to windup after hectic week,Neutral
Weekend Mantra: Thank God it’s Friday!,Positive
Know your Martini: Busting Martini myths,Neutral
Jacqueline Fernandez’s stock phobia!,Negative
Stock talk with Bollywood actress Neha Dhupia,Neutral
Weekend Mantra: New Year special,Positive
"Ugly: Anurag Kashyap's best movie is dark, simple, hard",Positive
Weekend Mantra: It’s party on my mind!,Positive
"‘PK' high on success, breaks all records!",Positive
Weekend Mantra: Party it up!,Positive
Rajni’s ‘Lingaa’earns 80 crore profit before release,Positive
This weekend; east comes calling,Neutral
Now in vogue: Organic home décor,Neutral
Weekend mantra: What to do this weekend?,Neutral
Weekend Mantra: Trading in different ways!,Neutral
Hollywood ticket: ‘The Best of Me’ premieres in India,Positive
"Salman, Priyanka top Times Celebex chart",Positive
Live it tonight: Royce Chocolate- In a sweet spot!,Positive
Weekend Mantra: Gifts for loved ones this Diwali,Positive
Weekend Mantra: What to do this weekend?,Neutral
Equities are best asset class to invest in: Soha Ali Khan,Positive
Weekend mantra: Where to wind up this week?,Neutral
'Bang Bang' & 'Haider' have seen good openings: PVR,Positive
Watch: Market talk with Chitrangada Singh,Neutral
Shahid and Shraddha on working with Vishal,Neutral
ET Now on what to do this weekend,Neutral
"Don't need too much money, says Jhunjhunwala",Neutral
'Finding Fanny' sets high expectations,Neutral
Tips to spend your weekend in style!,Neutral
Bollywood actress Nargis Fakhri unplugged,Neutral
"Salman, Alia top Times Celebex July rankings",Positive
Weekend Mantra: Ganesh Chaturthi special,Positive
Life captured in a moment through Ram Shergill's lenses,Neutral
Weekend Mantra: Independence Day cheer,Positive
Movie review: The Hundred-Foot Journey,Neutral
Domino’s Pizza: The story so far,Neutral
Salman’s ‘Kick’ to release in style!,Neutral
Robert Downey Jr is highest paid actor,Neutral
'Ek Villain' surpassed expectations: Balaji Telefilms,Negative
"Big B, Alia Bhatt take the top position in Times Celebex",Positive
Rajinikanth’s ‘Kochadaiiyaan’ released,Neutral
Live it tonight: India’s first pure hotel,Neutral
New pop star PeeCee unplugged!,Neutral
‘The Amazing Spider-Man 2’ releases in India,Positive
Kangana breaks 'Queen' mould with 'Revolver Rani',Neutral
"Voting: Bollywood preaches, doesn't practice",Neutral
B-town celebs defend Narendra Modi,Neutral
Big B’s ‘Bhoothnath Returns’ hits silver screen,Neutral
In fine spirits! Master class with 'The Vault',Positive
Weekend Mantra: Holi & elephant festival,Positive
"Times Celebex: Salman, Deepika at top position",Positive
Women's Day special: Cocktails in fine spirits!,Positive
Exclusive: Brett Lee- Life after cricket,Positive
"SRK talks about brand loyalty, IPL",Positive
Oscar 2014 predictions: Crystal ball gazing,Neutral
Live it: Swarovski dazzles India,Neutral
Living the high life: Customised partying at zenith,Positive
"Actor, filmmaker Kamal Hassan unplugged",Neutral
Lior Suchard: The 'supernatural' entertainer,Positive
Will box office say 'Jai Ho' to Salman Khan?,Neutral
"Hustle, Gravity lead Oscars with 10 nods each",Neutral
Oscar 2014: Possible top three nominations,Positive
Watch: Movies releasing this week,Neutral
3 movies audience want to see sequels of,Positive
Hot & happening ideas to spice up your weekend,Neutral
Kangana Ranaut talks about 'Queen',Neutral
Watch: Kareena's hot photoshoot!,Neutral
SRK tops Forbes India 'Celebrity 100' list again,Positive
"Ranbir, Katrina finally at the top in Times Celebex",Positive
"Exclusive interview with Kareena, Imran Khan",Positive
Kareena embarrassed Punit at an event,Negative
Watch: Priyanka Chopra's hot photoshoot!,Neutral
"Ranveer, Deepika talk about 'Ram-Leela'",Neutral
Mallika Sherawat's starry tantrum,Negative
Katrina Kaif avoids media at the airport,Negative
Watch: Aishwarya's star-studded B'day bash,Neutral
"I am jobless, says Ranbir Kapoor",Neutral
Hot and happening ideas to spice up your weekend,Neutral
Sci-fi suspense drama 'Gravity' hits theater in India,Neutral
Legendary actor Amitabh Bachchan turns 71,Neutral
Weekend Mantra: Party lovers get ready for Sunburn madness,Positive
Anil Kapoor's TV series '24' launches today,Neutral
SRK addresses 40th AIMA management convention,Neutral
Salman Khan throws mobile of his fan!,Positive
"Deepika, Ranveer at first look launch of 'Ram Leela'",Neutral
Hrithik Roshan out of Shekhar Kapur's 'Paani',Neutral
"Shahid, Ileana talk about 'Phata Poster Nikhla Hero'",Positive
"Times Celebex: SRK, Katrina top July rankings",Positive
Weekend Mantra: Happy beginning to festive season!,Positive
"Katrina looks beautiful in bikini pictures, says Ranbir",Positive
"Jacqueline Fernandez gets candid about Sonam, Salman",Neutral
"Big B, Rekha to share screen after 32 years?",Positive
"Exclusive interview with Priyanka, Ram Charan",Positive
"Deepika Padukone wants Ranveer, Arjun and Ranbir!",Neutral
Deepika Padukone to make Hollywood debut in 'Fast and Furious 7'?,Negative
Ranbir Kapoor avoids questions on Katrina's bikini pics,Negative
KBC 7: Sony set to rake in Rs 200 crore,Neutral
Prakash Jha's 'Satyagraha' hits the silver screen,Neutral
'Chennai Express' to enter Rs 200 crore club at box office?,Neutral
"Salman, Katrina top rankers for Times Celebex",Positive
Get on board 'Chennai Express' for SRK magic,Neutral
Hit-and-run case: Salman charged with culpable homicide,Negative
Kareena Kapoor to get intimate with Emraan Hashmi!,Neutral
Watch: Alia Bhatt's candid confessions!,Neutral
"Arjun Rampal, Irrfan Khan talk about 'D-Day'",Neutral
"Salman Khan, Katrina top the Times Celebex list",Positive
Salman Khan to face retrial in 2002 hit-and-run case,Neutral
Watch: John Abraham's hot photoshoot,Neutral
Shah Rukh Khan undergoes shoulder surgery,Neutral
Abhay Deol talks about his upcoming movies,Neutral
Salman Khan to launch Suniel Shetty's daughter,Neutral
Aamir Khan is the new endorsement king of B-town,Positive
Cannes 2013: Bollywood beyond song and dance!,Neutral
What made Priyanka Chopra skip National Awards?,Positive
Salman Khan skips music launch of 'YPD2',Neutral
Mesmerized to work with veteran actors: Arjun Kapoor,Neutral
"Kunal Khemu, Vir Das talk about 'Go Goa Gone'",Neutral
Salman Khan apparently lost his cool at a party,Positive
I love looking gruesome and ugly: Emraan Hashmi,Positive
Bollywood's glamorous divas go desi!,Positive
"Aditya, Shraddha Kapoor talk about 'Aashiqui 2'",Neutral
Mallika Sherawat's manhunt on reality TV!,Neutral
Nana Patekar leads anti-Sanjay Dutt campaign,Neutral
Aamir makes it to Time's 100 most influential list,Positive
"Sanjay Dutt says will surrender, not to seek pardon",Negative
Over Rs 300 crore riding on Sanjay Dutt,Neutral
"Zomato Q3 Results: EBITDA loss narrows to Rs 265 cr, revenue rises 75% YoY",Negative
"Hero MotoCorp Q3 results: Net profit rises 2.41% to Rs 721.24 cr, beats estimate",Positive
Adani Green Energy Q3 results: Net profit more than doubles to Rs 103 crore,Positive
Ambuja Cements Q4 Results: Profit rises 13% YoY to 369 cr on lower fuel costs,Positive
"Bharti Airtel Q3 Results: Profit rises 92% YoY to Rs 1,588 cr; operational revenue up by 20%",Positive
"Adani Ports Q3 Results: PAT drops 16% YoY to Rs 1,315 cr; revenue up by 17%",Neutral
Adani Transmission Q3 results: Net profit rises 73% to Rs 478 cr,Positive
"Big tech earnings: Apple, Amazon and Alphabet post disappointing results",Negative
"ITC Q3 earnings: Net profit rises 21% to Rs 5,031 cr; dividend declared at Rs 6/share",Positive
"SBI Q3 results: Net profit jumps 62% to Rs 15,477 crore",Positive
Dabur Q3 results: Net profit falls 5.5 per cent to Rs 476.55 crore,Positive
"HDFC Q3 Results: Profit rises 13% YoY to Rs 3,691 cr; NII up 30%",Positive
"Tech Mahindra Q3 Results: Profit falls 5% YoY to Rs 1,297 cr; revenue up 20%",Positive
"Bajaj Finserv Q3 profit soars 42% YoY to Rs 1,782 cr; Bajaj Finance reports 40% jump in Q3 PAT",Positive
"L&T Q3 Results: Net profit rises 24% YoY to Rs 2,553 crore; revenue up by 17%",Positive
"Tata Motors Q3 results: Net profit at Rs 3,043 crore; net sales at Rs 88,489 crore",Positive
"Bajaj Auto Q3 Results: Profit beats estimates, rises 23% YoY to Rs 1,491 cr; revenue up 3.3%",Positive
"Cipla Q3 Results: Profit rises 10% YoY to Rs 801 cr, misses estimates; revenue up 6%",Positive
Tata Motors Q3 Results Preview: Co to post profit after 7 quarters; Here's what else to expect,Positive
"Axis Bank third-quarter profit jumps 62% YoY to Rs 5,853 crore, beats estimate",Positive
"UltraTech Cement Q3 Results: Profit falls 38% YoY to Rs 1,058 cr; revenue rises 19.5%",Positive
"Kotak Mahindra Bank Q3 Results: Profit rises 31% YoY to Rs 2,792 cr, beats estimates; NII up 30%",Positive
"ICICI Bank Q3 Results: Profit zooms 34% to Rs 8,312 cr, beats estimates; NII up 35%",Positive
JSW Steel Q3 Results: Profit tanks 89% YoY to Rs 490 cr; revenue up 2%,Positive
"HUL Q3 Results: Profit meets estimates, rises 12% YoY to Rs 2,505 crore",Positive
"Federal Bank Q3 Results: PAT zooms 54% YoY to Rs 804 cr; NII, NIM rise to record highs",Neutral
Just Dial Q3 Results: Profit zooms three-fold to Rs 75.3 crore; stock hits upper circuit,Positive
"HDFC Bank Q3 Results: Profit rises 18.5% YoY to Rs 12,259 cr; NII up 25%; asset quality remains stable",Positive
"HCL Tech Q3 Results: Profit beats estimates, rises 19% YoY to Rs 4,096 cr; Rs 10 dividend announced",Positive
"Infosys Q3 Results: Profit beats estimates, rises 13% YoY to Rs 6,586 cr",Positive
HCL Tech Q3 Results preview: Key factors to watch out for,Neutral
"Infosys Q3 Results preview: Sales, margins likely to improve; here's what else to expect",Positive
"Mahindra & Mahindra Q2 results: Profit up 44% at Rs 2,773 cr",Positive
"Hindalco Industries Q2 results: Profit falls 35% to Rs 2,205 crore",Positive
"M&M Q2 Results: Profit beats Street estimates, zooms 46% YoY to Rs 2,090 cr; revenue up 57%",Positive
Zomato Q2 results: Net loss narrows to Rs 250.8 cr; revenue from operations up 62% YoY,Negative
Tata Motors Q2 Results: Net loss narrows to Rs 945 cr on strong demand; revenue jumps 30% YoY,Positive
Tata Motors Q2 results preview: Here's what to expect,Neutral
"SBI Q2 Results: India's largest bank posts highest-ever quarterly profit of Rs 13,265 cr, up 74% YoY",Positive
SBI Q2 Results preview: Here's what to expect from India's largest bank,Neutral
"TVS Motor Q2 Results: PAT rises 47% YoY to Rs 407 crore, revenue up 28%",Neutral
"Titan Q2 Results: Profit jumps 34% YoY to Rs 857 crore, beats estimates",Positive
"Cipla Q2 Results: Profit jumps 11% YoY to Rs 789 cr; revenue up 5.5% to Rs 5,829 cr",Positive
"HDFC Q2 Results: Profit jumps 18% YoY to Rs 4,454 crore; revenue rises 23%",Positive
"BP joins rivals with bumper $8.2 billion profit; Biden paints oil firms as war profiteers, talks of windfall tax",Negative
"Airtel Q2 results: Net profit jumps 89 % to Rs 2,145 cr amid higher subscriber realisation",Positive
"RIL Q2 Results: Profit dips marginally to Rs 13,656 crore, misses D-St estimates",Positive
"Reliance Jio Q2 Results: Profit rises 28% YoY to Rs 4,518 cr; revenue surges 20% to Rs 22,521 cr",Positive
"HDFC Bank earnings: Q2 net profit surges 22 per cent to Rs 11,125 crore",Positive
HDFC Bank Q2 Results preview: Here's what to expect from India's largest private lender,Neutral
"Bajaj Auto Q2 Results: Profit rises 20% YoY to Rs 1,530 cr on strong domestic demand, revenue up 16% YoY",Positive
"TCS Q2 Results: Profit rises 8% YoY, beats estimates; firm declares dividend of Rs 8 per share",Positive
FMCG Q1 results: Britannia's profit dips 13% YoY to Rs 337 cr; Dabur reports in-line numbers,Positive
Dabur Q1 profit marginally rises to Rs 441 crore,Positive
ITC Q1 Results preview: Here's what to expect,Neutral
Nestle India Q2 Results: Profit falls 4% YoY to Rs 515 cr; revenue up 16%,Positive
"Dr Reddy's Q1 Results: Profit beats estimates, jumps 108% YoY to Rs 1,188 cr; revenue up 6%",Positive
Jubilant FoodWorks Q1 Results: Profit jumps 63% YoY to Rs 112.58 cr; revenue up 41%,Positive
"L&T Q1 results: Net profit rises 45% to Rs 1,702 crore in April-June",Positive
"Asian Paints Q1 results: Profit jumps 80.4% to Rs 1,036 cr, sales up 55%",Positive
"Tata Steel Q1 Results: Profit drops 13% YoY to Rs 7,765 cr on back rising input costs; revenue up 18.6%",Positive
"Asian Paints Q1 Results preview: Volume growth, price hikes to boost revenue; key factors to watch out for",Positive
"Axis Bank Q1 Results: Profit soars 91% YoY to Rs 4,125 crore; NII up 21%",Positive
"Tech Mahindra Q1 Results: Profit declines 16% YoY to Rs 1,132 cr; margins slip",Positive
"ICICI Bank Q1 Results: Profit beats estimates, jumps 50% YoY to Rs 6,905 cr; NII up 21%",Positive
"Kotak Mahindra Bank Q1 Results: Profit rises 26% YoY to Rs 2,071 cr, NII up 19%; asset quality stable",Positive
Kotak Bank Q1 Results preview: Key factors to watch out for,Neutral
"ICICI Bank Q1 Results preview: Profit may jump 40%, here's what else to expect",Positive
"RIL Q1 Results: Profit jumps 46% YoY to Rs 17,955 cr; Mukesh Ambani says 'best-ever quarter'",Positive
"IndusInd Bank Q1 Results: Profit beats estimates, jumps 61% YoY to Rs 1,631 cr",Positive
"HUL Q1 Results: Profit beats estimates, rises 11% YoY to Rs 2,289 cr; revenue jumps 19.5%",Positive
"HDFC Bank Q1 Results: Profit rises 19% YoY to Rs 9,196 crore; NII up 15%",Positive
Mindtree Q1 Results: Net profit up 37% at Rs 471.6 crore in April-June,Positive
"HCL Tech Q1 results: Consolidated PAT comes at Rs 3,283 cr; revenue jumps 17%",Neutral
"Avenue Supermarts Q1 Results: DMart net profit rises six folds to Rs 680 cr, beats estimates",Positive
"TCS Q1 Results: Net profit jumps 5% YoY to Rs 9,478 cr; Rs 8 per share dividend declared",Positive
"Sun Pharma posts loss of Rs 2,277 cr in Q4 due to one-time exceptional loss of Rs 3,936 cr",Negative
"M&M Q4 Results: Profit jumps 17% YoY to Rs 1,167 cr; Rs 11.55 per share dividend declared",Positive
"Hindalco Q4 Results: Profit jumps 100% YoY to Rs 3,851 cr; Rs 4 per share dividend declared",Positive
"BPCL Q4 results: Net profit declines 82% YoY to Rs 2,131 cr; revenue jumps 25%",Positive
"IndiGo Q4 Results: Loss widens to Rs 1,682 cr as fuel expenses surge, revenue rises 29% YoY",Negative
Bharti Airtel Q4 Results Preview: Here's what you can expect on revenue growth and ARPUs,Positive
"SBI Q4 Results: Profit rises 41% YoY but misses estimates; NII jumps 15%, provisions decrease",Negative
"Asian Paints Q4 Results: Net profit at Rs 850 cr, revenue up 18% YoY; margins improve",Positive
Asian Paints Q4 results preview: Here's what to expect from largest paints manufacturer in India,Neutral
"Reliance Q4 Results: Profit rises 22.5% YoY to Rs 16,203 crore, misses estimates",Positive
Reliance Jio Infocomm posts 24% jump in fourth-quarter net profit,Positive
RIL Q4 results preview: Here's what to expect from the most valuable company in India,Positive
"RIL, Rel Jio Q4 FY22 Preview: Refining and telecom to lead growth",Positive
"Dabur Q4 Results: Net profit declines 22% YoY to Rs 294 cr, misses estimates on margin performance",Positive
"Adani Wilmar Q4: Profit down 26% to Rs 234 cr; income up 40% to Rs 15,023 cr",Positive
"HDFC Q4 Results: Profit zooms 16% YoY to Rs 3,700 cr, NII rises 14%; firm declares Rs 30 dividend",Positive
Wipro reports 4% YoY rise in Q4 profit; revenue from ops up 28%,Positive
"UltraTech Cement logs 48% YoY jump in profit in Q4, beats street estimates; declares Rs 38 dividend",Positive
Maruti Suzuki Q4 results preview: Auto major likely to post healthy numbers; key factors to watch out for,Positive
Wipro Q4 results Preview: Here's what to expect and key factors to watch out for,Neutral
"Vedanta Q4 Results: Net profit declines 10% YoY to Rs 5,799 cr; firm declares dividend at Rs 31.50 per share",Positive
"Bajaj Finserv Q4 Results: Net profit jumps 37% YoY to Rs 1,346 cr; firm declares Rs 4 per share dividend",Positive
"Bajaj Auto Q4 Results: Profit rises 10% to Rs 1,469 cr; firm declares dividend of Rs 140 per share",Positive
"Axis Bank Q4 Results Preview: Here's what Street expects on profit, NII and provisions",Positive
"HUL Q4 Results: Profit jumps 9% YoY to Rs 2,327 cr; firm declares Rs 19 per share dividend",Positive
ET NOW analysis: How have HDFC Bank and ICICI Bank fared in Q4?,Neutral
ICICI Bank Q4 Results: Net profit rises 59% YoY; key takeaways,Positive
Mindtree Q4 Results: Net profit jumps 49% YoY to Rs 473 cr; Rs 27 per share dividend declared,Positive
HDFC Bank Q4 results preview: Here's what to expect from India's largest private lender,Neutral
